npsn,nama_sekolah,alamat,kelurahan,status,kecamatan,kabupaten,jenjang
60706944,MIS AL KHOERIYAH,Kp. Liud RT 006/003 Desa Kalongliud Kecamatan Nanggung,Kalong Liud,SWASTA,Nanggung,Kab. Bogor,dikdas
60706945,MIS AL KHOERIYAH,Kp.Kalong Karees Ds.Kalongliud,Kalong Liud,SWASTA,Nanggung,Kab. Bogor,dikdas
60706946,MIS ALMA ARIF,Kp. Pabuaran Cidudut RT 003 RW 002,Hambaro,SWASTA,Nanggung,Kab. Bogor,dikdas
60706947,MIS MATHLAUL ANWAR,Kp.Hambaro RT 02/01 Ds.Hambaro,Hambaro,SWASTA,Nanggung,Kab. Bogor,dikdas
60706948,MIS MATHLAUL ANWAR,Kp.Pasir Eurih Rt. 03/04 Ds.Hambaro,Cisarua,SWASTA,Nanggung,Kab. Bogor,dikdas
60706949,MIS MIFTAHUL HUDA,Kp.Jeruk Ds.Sukaluyu Kec. Nanggung Kab. Bogor,Sukaluyu,SWASTA,Nanggung,Kab. Bogor,dikdas
60706950,MIS MUHAMMADIYAH CURUGBITUNG,Kp. Cibeber Kaum RT 02/07 desa Curugbitung,Nanggung,SWASTA,Nanggung,Kab. Bogor,dikdas
60706951,MIS NURUL HIDAYAH,Kp.Sawah Ds.Sukaluyu,Sukaluyu,SWASTA,Nanggung,Kab. Bogor,dikdas
60706952,MIS NURUL HUDA,Kp.Tiga Sekawan Ds.Pangkal jaya,Pangkal Jaya,SWASTA,Nanggung,Kab. Bogor,dikdas
60706960,MIS NURUL UMMAH,"Jl, Raya Ace Tabrani, Lukut Desa Parakanmuncang",Bantar Karet,SWASTA,Nanggung,Kab. Bogor,dikdas
60706953,MIS P U I,Kp.Lamping Ds. Sukaluyu Kec. Nanggung Kab. Bogor,Sukaluyu,SWASTA,Nanggung,Kab. Bogor,dikdas
60706954,MIS P U I AL HIDAYAH,Kp.Hambaro Rt 003/009,Sukaluyu,SWASTA,Nanggung,Kab. Bogor,dikdas
60706957,MIS P U I HAMBARO,Kp.Legok Kemang RT 01/06 Ds.Hambaro,Kalong Liud,SWASTA,Nanggung,Kab. Bogor,dikdas
60706955,MIS P U I I,Kp.Babakan RT 02/04 Ds. Curugbitung,Curug Bitung,SWASTA,Nanggung,Kab. Bogor,dikdas
60706959,MIS PUI BANAR,Kp. Banar 02/09 Ds. Nanggung Kab. Bogor Prov. Jawa Barat,Nanggung,SWASTA,Nanggung,Kab. Bogor,dikdas
60706956,MIS PUI BONGAS,Kp. Bongas RT 02/09,Kalong Liud,SWASTA,Nanggung,Kab. Bogor,dikdas
60706961,MIS PUI NURUL HUDA,Kp.Cikaung Rt.01 Rw.05,Bantar Karet,SWASTA,Nanggung,Kab. Bogor,dikdas
20277581,MTSS AL HIDAYAH,Kp.hambaro Rt 03/09,Hambaro,SWASTA,Nanggung,Kab. Bogor,dikdas
69725391,MTSS AWALIYAH PABANGBON,Jl.Raya Nanggung Km.07 Kp.Pabangbon,Nanggung,SWASTA,Nanggung,Kab. Bogor,dikdas
20277586,MTSS CENDEKIA MUSLIM,Jln Raya Ace Tabrani Desa Parakanmuncang,Parakan Muncang,SWASTA,Nanggung,Kab. Bogor,dikdas
69725390,MTSS DARUSSIBYAN,Kp. Peuteuytilu Rt.01 Rw.08,Kalong Liud,SWASTA,Nanggung,Kab. Bogor,dikdas
20277582,MTSS MATHLAUL ANWAR,Kp. Sawah Rt; 02/04,Sukaluyu,SWASTA,Nanggung,Kab. Bogor,dikdas
20277583,MTSS NURUL HIDAYAH,Kp.sidamulya Rt. 01/05,Cisarua,SWASTA,Nanggung,Kab. Bogor,dikdas
20277584,MTSS SABILIL MUTTAQIN,Jln. Ace Tabrani Km. 01 Kp.panyaungan Desa Batu Tulis,Parakan Muncang,SWASTA,Nanggung,Kab. Bogor,dikdas
69855636,SD IT AL-MUNAWWAR,Jl.Ace Tabrani Km 5 Kp.Pakapuran  RT 01 RW 06,Parakan Muncang,SWASTA,Nanggung,Kab. Bogor,dikdas
70046946,SD IT BUNDA GEMILANG,KP. PANGADUAN KUDA RT 001 RW 008,Pangkal Jaya,SWASTA,Nanggung,Kab. Bogor,dikdas
69972288,SD IT CENDEKIA MUSLIM,Kp. Kalongkramat RT001/001,Kalong Liud,SWASTA,Nanggung,Kab. Bogor,dikdas
20201184,SD NEGERI BANDASARI,Kp. Bojong Menteng Rt.03/03,Nanggung,NEGERI,Nanggung,Kab. Bogor,dikdas
20201320,SD NEGERI BANTARKARET 01,Kp.Sidempok Rt.03/06,Bantar Karet,NEGERI,Nanggung,Kab. Bogor,dikdas
20201183,SD NEGERI BANTARKARET 02,Kec. Nanggung,Bantar Karet,NEGERI,Nanggung,Kab. Bogor,dikdas
20201472,SD NEGERI CADASLEUEUR,Jalan Antam Pongkor KM 07 Cadas Leueur,Bantar Karet,NEGERI,Nanggung,Kab. Bogor,dikdas
20230462,SD NEGERI CIGUHA,Kp. Ciguha Rt. 01/12 Ds. Bantarkaret Kec. Nanggung,Bantar Karet,NEGERI,Nanggung,Kab. Bogor,dikdas
20201065,SD NEGERI CIKETUG,Kp Pangkalan,Pangkal Jaya,NEGERI,Nanggung,Kab. Bogor,dikdas
20201721,SD NEGERI CIPARAY,Kp.ciparay Rt.05/04,Cisarua,NEGERI,Nanggung,Kab. Bogor,dikdas
20201879,SD NEGERI CISARUA 01,Kp. Cihiris  RT. 01/01,Cisarua,NEGERI,Nanggung,Kab. Bogor,dikdas
20201882,SD NEGERI CISARUA 02,Kec. Nanggung,Cisarua,NEGERI,Nanggung,Kab. Bogor,dikdas
20201896,SD NEGERI CURUGBITUNG 01,Kp.cibeber Pasar Rt.02/06,Curug Bitung,NEGERI,Nanggung,Kab. Bogor,dikdas
20201897,SD NEGERI CURUGBITUNG 02,Kp. Talukwaru RT.02/12,Curug Bitung,NEGERI,Nanggung,Kab. Bogor,dikdas
20201898,SD NEGERI CURUGBITUNG 03,Kp. Cibeber Kulon  Rt.03/07,Curug Bitung,NEGERI,Nanggung,Kab. Bogor,dikdas
20201701,SD NEGERI GUNUNG DAHU,Kp. Gunungdahu Rt. 03/07,Bantar Karet,NEGERI,Nanggung,Kab. Bogor,dikdas
20201584,SD NEGERI HAMBARO 01,Kp. Pasir Tonggeret,Hambaro,NEGERI,Nanggung,Kab. Bogor,dikdas
20201585,SD NEGERI HAMBARO 02,Kp. Pabuaran,Hambaro,NEGERI,Nanggung,Kab. Bogor,dikdas
20201586,SD NEGERI HAMBARO 03,Kp.jeruk Rt.04/03,Sukaluyu,NEGERI,Nanggung,Kab. Bogor,dikdas
20201587,SD NEGERI HAMBARO 04,Kp. Dukuh,Sukaluyu,NEGERI,Nanggung,Kab. Bogor,dikdas
20230513,SD NEGERI HANDAYANI,Kp.Sibongkok RT 02 RW 01,Curug Bitung,NEGERI,Nanggung,Kab. Bogor,dikdas
20201535,SD NEGERI KALONG KAREES,Kp. Kalong Babakan,Kalong Liud,NEGERI,Nanggung,Kab. Bogor,dikdas
20200408,SD NEGERI MALASARI 01,Jl. Resimen Mahawarman Kp. Malasari RT.05/01,Malasari,NEGERI,Nanggung,Kab. Bogor,dikdas
20200409,SD NEGERI MALASARI 02,Kp. Nyungcung,Malasari,NEGERI,Nanggung,Kab. Bogor,dikdas
20200410,SD NEGERI MALASARI 03,Kp.Nirmala Rt03/01,Nanggung,NEGERI,Nanggung,Kab. Bogor,dikdas
20200411,SD NEGERI MALASARI 04,Kp. Kopo RT. 03/03,Malasari,NEGERI,Nanggung,Kab. Bogor,dikdas
20200425,SD NEGERI MALASARI 05,Kp. Cisangku RT. 01 RW. 02,Malasari,NEGERI,Nanggung,Kab. Bogor,dikdas
20200355,SD NEGERI NANGELA,Kp.nangela Rt.02/08,Nanggung,NEGERI,Nanggung,Kab. Bogor,dikdas
20200481,SD NEGERI NANGGUNG 01,Jln. Ace Tabrani Km 05 Nanggung,Nanggung,NEGERI,Nanggung,Kab. Bogor,dikdas
20200483,SD NEGERI NUNGGUL,Kp. Nunggul RT.02 RW.10,Bantar Karet,NEGERI,Nanggung,Kab. Bogor,dikdas
20200487,SD NEGERI PABANGBON,Kp Pabangbon,Malasari,NEGERI,Nanggung,Kab. Bogor,dikdas
20200428,SD NEGERI PANGKAL JAYA,Kp.parengpeng,Pangkal Jaya,NEGERI,Nanggung,Kab. Bogor,dikdas
20200469,SD NEGERI PARAKANMUNCANG 01,Jl. Ace Tabrani KM. 04 - Nanggung,Parakan Muncang,NEGERI,Nanggung,Kab. Bogor,dikdas
20200470,SD NEGERI PARAKANMUNCANG 02,Jl.ace Tabrani Km.5 Nanggung,Parakan Muncang,NEGERI,Nanggung,Kab. Bogor,dikdas
20200471,SD NEGERI PARAKANMUNCANG 03,Kp.pasir Saga,Parakan Muncang,NEGERI,Nanggung,Kab. Bogor,dikdas
20200474,SD NEGERI PARIGI,Kp. Parigi RT. 03/03,Cisarua,NEGERI,Nanggung,Kab. Bogor,dikdas
20200175,SD NEGERI PASIR PEUTEUY,Kp. Pasirpeuteuy,Nanggung,NEGERI,Nanggung,Kab. Bogor,dikdas
20200114,SD NEGERI PASIREURIH,Kp. Pasir Eurih,Hambaro,NEGERI,Nanggung,Kab. Bogor,dikdas
20200179,SD NEGERI PASIRGINTUNG 01,Kp.pasirgintung,BATU TULIS,NEGERI,Nanggung,Kab. Bogor,dikdas
20200180,SD NEGERI PASIRGINTUNG 02,Kp.Pasirgintung,BATU TULIS,NEGERI,Nanggung,Kab. Bogor,dikdas
20200181,SD NEGERI PASIRGINTUNG 03,Jl.Ace Tabrani Km.01 Nanggung,BATU TULIS,NEGERI,Nanggung,Kab. Bogor,dikdas
20200164,SD NEGERI PASIRSARI,Jl. Pasirsari,Nanggung,NEGERI,Nanggung,Kab. Bogor,dikdas
20200159,SD NEGERI RANCABAKTI,Kp. Rancabakti Rt. 01/05,Nanggung,NEGERI,Nanggung,Kab. Bogor,dikdas
20254139,SD NEGERI RIMBA KENCANA,Kec. Nanggung,Bantar Karet,NEGERI,Nanggung,Kab. Bogor,dikdas
20200318,SD NEGERI SIDAMULYA,Kp. Sipeureup Rt/Rw  001/005 Desa Cisarua Kec.Nanggung,Cisarua,NEGERI,Nanggung,Kab. Bogor,dikdas
20200809,SD NEGERI SUKAMAJU 08,Kec. Nanggung,Kalong Liud,NEGERI,Nanggung,Kab. Bogor,dikdas
20200859,SD NEGERI WATES,Kp. Pangaduan Kuda Rt.03/07,Pangkal Jaya,NEGERI,Nanggung,Kab. Bogor,dikdas
20200919,SDN TAPOS,KP.TAPOS,Pangkal Jaya,NEGERI,Nanggung,Kab. Bogor,dikdas
20258320,SDS ISLAM YATABO,Desa Bantarkaret Kecamatan Nanggung Kabupaten Bogor,Bantar Karet,SWASTA,Nanggung,Kab. Bogor,dikdas
69964387,SMP CAHYA GUMILANG,Kp Pabuaran Tengah Rt 03/03,Hambaro,SWASTA,Nanggung,Kab. Bogor,dikdas
20253853,SMP DARUL FIKRI NANGGUNG,Jl. Raya Antam Tbk. Km 01,Kalong Liud,SWASTA,Nanggung,Kab. Bogor,dikdas
20257483,SMP ISLAM TERPADU CENDEKIA MUSLIM,Kp. Kalong karamat,Kalong Liud,SWASTA,Nanggung,Kab. Bogor,dikdas
20253396,SMP ISLAM YATABO,Jl. Raya Antam Kp. Cikaret,Bantar Karet,SWASTA,Nanggung,Kab. Bogor,dikdas
20252316,SMP MUHAMMADIYAH 1 NANGGUNG,Jl.cibeber Kaum Rt.02 Rw.07,Curug Bitung,SWASTA,Nanggung,Kab. Bogor,dikdas
20200582,SMP NEGERI 1 NANGGUNG,Jalan Pasirsari rt 03 rw 02,Nanggung,NEGERI,Nanggung,Kab. Bogor,dikdas
20253826,SMP PUI NANGGUNG,Kp. Lamping,Sukaluyu,SWASTA,Nanggung,Kab. Bogor,dikdas
69991326,SMP TJOKROAMINOTO,Kp Bongas RT 001/009,Kalong Liud,SWASTA,Nanggung,Kab. Bogor,dikdas
20267695,SMPN SATU ATAP 1 NANGGUNG,Jln. R. Ipik Gandamanah,Cisarua,NEGERI,Nanggung,Kab. Bogor,dikdas
70028990,MI AL-IHSAN,Kp. Citeureup RT.001/004 Desa Barengkok,Barengkok,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706882,MIS AL BARKAH,Kp.Gunungsodong Ds.Leuwiliang,Leuwiliang,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706883,MIS AL FATHONIYAH,Kp.Hegarasa Rt.01/07,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
69726164,MIS AL HUDA,Kp.Setu Rt.02/06,Kec. Leuwiliang,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706884,MIS AL ISLAMIYAH,Kp.Banyusuci Rt 03/04 Ds.Leuwimekar,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706885,MIS AL MA ARIF,Kp.Rawasari Rt 01/04 Ds.Karyasari,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706886,MIS DARUL MUTA ALLIMIEN,Kp. Lebak Sirna Rt 02/10,Puraseda,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706887,MIS MATHLAUL ANWAR,Kp.Lebak Sirnasari Ds.Leuwiliang,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706891,MIS MATHLAUL ANWAR,Kp.Hegarsari I Ds.Cibeber I,Purasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706890,MIS MATHLAUL ANWAR,Kp.Gunung Sodong RT 03/01Ds.Karehkel,Karehkel,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706889,MIS MATHLAUL ANWAR,Jl. Resmigalih No. 10/A,Leuwiliang,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706892,MIS MATHLAUL ANWAR,Kp. Geledug Rt. 02/11 Ds. Barengkok,Barengkok,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706888,MIS MATHLAUL ANWAR,Kp.Bojong Abuya Ds.Karehkel,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706893,MIS MUHAMMADIYAH,Kp.Pamagersari Rt 01 Rw 12 No.106,Leuwimekar,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706896,MIS MUHAMMADIYAH,KP. HEGARSARI RT. 04/01,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706897,MIS MUHAMMADIYAH BABAKAN EMPANG,Kp.Babakan Empang  Rt.02/01 Ds.Purasari,Karacak,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706894,MIS MUHAMMADIYAH BARENGKOK,Kp.Barengkok Ds.Barengkok,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706895,MIS MUHAMMADIYAH DAHU,Kp.Dahu RT 02/05  Ds.Barengkok,Barengkok,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706898,MIS MUHAMMDIYAH CIBEBER IV,Jl.Desa Cibeber II No. 104 RT. 01/02 Leuwiliang Bogor 16640 Hp. 085811866906,Cibeber Ii,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706899,MIS MUHAMMDIYAH CURUG 1,Kp.Curug Rt. 03/07 Ds.Karyasari Leuwiliang,Puraseda,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706900,MIS P U I,Kp. Kandangsapi Rt 02/01,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706901,MIS P U I AL BAROKAH,Kp. Situhiyang Rt 02/06,Puraseda,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706902,MIS P U I AL FALAHIYAH,Kp.Gudang Ds.Puraseda,Purasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706903,MIS P U I BARENGKOK,Kp.Barengkok Ds.Barengkok,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706904,MIS P U I CILETUH ILIR,Kp.Ciletuh Ilir Ds. Karacak,Cibeber Ii,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706905,MIS P U I HEGARMANAH,Kp.Hegarmanah RT 01/04,Cibeber I,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706906,MIS P U I NANGELA,Kp.Nangela Kaum Rt 001/011,Pabangbon,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706907,MIS P U I PASIR EURIH,Kp.Pasirhonje Ds.Cibeber II,Cibeber Ii,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706908,MIS P U I TARBIYATUL FALAH,Kp. Cikaret RT. 001 RW. 003 Desa Purasari Kecamatan Leuwiliang Kabupaten Bogor,Purasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706909,MIS SUNANUL HUDA,Kp.Gunungtangkil. Ds.Cibeber I,Karacak,SWASTA,Leuwiliang,Kab. Bogor,dikdas
60706910,MIS TARBIYATUL FALAH,Kp.Gunung Sari RT 03 RW 06 Desa Karyasari,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
70042221,MTs UMMUL QURO AL-ISLAMI PUTRI,Jl. Moh Noh Nur Kp. Banyusuci Rt. 004 Rw. 004,Leuwimekar,SWASTA,Leuwiliang,Kab. Bogor,dikdas
70027710,MTs Yanfa``ul Ilmi,Kp. Citeureup 1 RT 05 RW 04,Barengkok,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20277557,MTSS AL FALAHIYAH,Kp.gudang Rt. 01/01,Puraseda,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20277559,MTSS AL GHIFFARI,Kp.warnasari Timur No 15 Rt 01/12,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20277560,MTSS BINA CENDEKIA,Jln Ry Leuwiliang Karacak KM 03 No 11 Geledug RT 02/011 Ds Barengkok,Barengkok,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20277561,MTSS MATHLAUL ANWAR,Jl.resmigalih Rt 001 Rw 009,Leuwiliang,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20277567,MTSS MAZRO`ATUSSIBYAN,Kp.Cengal Rt.03 Rw.05,Karacak,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20277562,MTSS MU ALLIMIEN MUHAMMADIYAH,Jl. Raya Leuwiliang No. 106 Rt 001/012 (Email: muallimienbgr@yahoo.co.id),Leuwimekar,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20277563,MTSS SA DARUL IHSAN,Kp.lebak Kaum Rt.03 Rw 02,Karacak,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20277566,MTSS SA. HIDAYATUL FALAH,Jl. Moh. Noeh Nor Km 9 Kp. Gunung Pariuk Rt. 01/10,Karyasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20277564,MTSS SUNANUL HUDA,Kp. Sawah Wetan No 09 Rt 02/02,Karacak,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20277565,MTSS UMMUL QURO,Jln. Moh Noh Noer Kp. Banyusuci Rt. 004/004,Purasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20230620,SD AL HUSNA,Komplek BTN Leuwiliang Permai No. 99 Rt. 02/08,Purasari,SWASTA,Leuwiliang,Kab. Bogor,dikdas
69920305,SD BINA DAKWAH ISLAM TERPADU,Komplek BTN Permai RT 02 RW 10 Leuwiliang Bogor,Leuwiliang,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20253552,SD IT ISHLAHUL UMMAH,Komp. Btn Leuwiliang Permai,Leuwiliang,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20201373,SD N ANGSANA 01,Kp Angsana Rt 02/06,Cibeber Ii,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201374,SD N ANGSANA 02,Kp Angsana,Cibeber Ii,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201192,SD N BABAKAN PANJANG,Kp Babakan Panjang RT 02/04,Purasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201188,SD N BANTAR ENDAH,Kp. Bantar Urug Rt 02/08,Barengkok,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230433,SD N CENGAL SIRNA,Kp. Cengal Rt 03/05,Karacak,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230435,SD N CIANTEN 02,Perkebunan Cianten,Purasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230441,SD N CIBATA,Kp Cibata,Barengkok,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230442,SD N CIBEBER 01,Kp Gunung Tangkil,Cibeber I,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201825,SD N DARMA BAKTI,Kp. Cengal Rt 03/06,Karacak,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230511,SD N GUNUNG SODONG 02,Kp Gunung Sodong,Leuwiliang,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230514,SD N HARAPAN MULYA,Kp Gunung Menir RT01/05,Pabangbon,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201591,SD N HEGARSARI 01,Jl. Hegarsari RT 01/10,Cibeber I,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201651,SD N KAREHKEL 01,Jln. Raya Karehkel Km. 03,Karehkel,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230530,SD N KAREHKEL 04,Kp Jengkol RT 02/13,Karehkel,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230532,SD N KARYASARI 02,Jl Moh Noh Nur Km 10 Kp Neglasari Rt 03/10,Karyasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201641,SD N KRACAK 01,Kp. Lebak Kaum Rt.03/01,Karacak,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200377,SD N LEUWILIANG 03,Jl Raya Leuwiliang No 46,Leuwiliang,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200417,SD N LINDUNG ALAM,Kp Babakan Rt 01/09,Puraseda,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230551,SD N MELATI,Jl Pasir Honje,Cibeber Ii,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230557,SD N PABANGBON 02,Cilang Lubang Rt02/03,Pabangbon,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230580,SD N SINAR KARYA BARU,Kp. SINAR KARYA BARU RT 01 RW 13,Pabangbon,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200852,SD N WANAKARYA,Kp. Wanakarya Rt.02/07,Karacak,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230602,SD N WARINGIN,Kp Wangun Rt. 003 Rw. 001 Desa Purasari Kec.Leuwiliang,Purasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201431,SD NEGERI CIANTEN 01,Perkebunan Cianten RT 04 RW 10,Purasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201105,SD NEGERI CIKURAY,Kp Hegarsari 2,Cibeber I,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230510,SD NEGERI GUNUNG SODONG 01,Kp. Parung panjang Rt 01/08,Leuwiliang,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201589,SD NEGERI HEGARMA NAH,Kp Hegarmanah Rt02 Rw10,Karacak,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201590,SD NEGERI HEGARSARI 02,Kp. Hegarsari RT 01 RW 01,Cibeber I,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201523,SD NEGERI KAMPUNG TENGAH,Kp. Tengah Desa Puraseda,Puraseda,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230529,SD NEGERI KAREHKEL 02,Kp. Pabuaran Dukuh Ds. Karehkel,Karehkel,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201652,SD NEGERI KAREHKEL 03,Kp Gunung Sodong RT 04 RW 01,Karehkel,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230531,SD NEGERI KARYASARI 01,Kp Taman Sari Rt 02/05,Karyasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230533,SD NEGERI KARYASARI 03,Kp Hegarasa Rt 02/07,Karyasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200386,SD NEGERI LEUWILIANG 01,Jl. Raya Leuwiliang No. 26,Leuwiliang,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200376,SD NEGERI LEUWILIANG 02,Jl Raya Leuwi Liang No 26,Leuwiliang,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200378,SD NEGERI LEUWILIANG 04,Jln Raya Leuwiliang No 26,Leuwiliang,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200379,SD NEGERI LEUWILIANG 05,Kp  Moyan RT 01/07,Leuwiliang,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230547,SD NEGERI LEUWIMEKAR,Kp Setu Rt 01/05,Leuwimekar,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200363,SD NEGERI MULYASARI,Kp. Mulyasari RT.02/03 Kec. Leuwiliang,Karyasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200488,SD NEGERI PABANGBON 01,Kp Pabangbon,Pabangbon,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230570,SD NEGERI PURASARI 01,Kp Cadas Gantung Rt 01/02,Purasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200113,SD NEGERI PURASARI 02,Kp. Cikaret Rt 05/03,Purasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200112,SD NEGERI PURASEDA 01,Kp Gudang RT. 01/01 Puraseda,Puraseda,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200145,SD NEGERI RIUNG GUNUNG,Kp. Cengal Rt 02/10,Puraseda,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230586,SD NEGERI SUKAASIH 02,Kp Sukaasih,Leuwimekar,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230590,SD NEGERI SUKAMULYA,Kp Sukamulya,Leuwimekar,NEGERI,Leuwiliang,Kab. Bogor,dikdas
70035604,SDI IBNU MISKAWAIH,JL. MOH NOH NUR KP. NEGLASARI,Leuwimekar,SWASTA,Leuwiliang,Kab. Bogor,dikdas
70052618,SDIT AL ABROR,JL. RAYA LEUWILIANG KARACAK KM. 03 NO. 11 GELEDUG DESA BARENGKOK,Barengkok,SWASTA,Leuwiliang,Kab. Bogor,dikdas
69857908,SDIT INSANTAMA,Komplek Amanah Asri Blok E No. 11 Leuwiliang,Leuwiliang,SWASTA,Leuwiliang,Kab. Bogor,dikdas
20201325,SDN BARENGKOK 01,"Kp. Kandang Sapi, Ds. Barengkok, Kec. Leuwiliang",Barengkok,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201327,SDN BARENGKOK 02,Kp. Citeureup 1 RT.02 RW.04,Barengkok,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20201658,SDN KARYA BAKTI,Kp. Karyabakti,Karacak,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230554,SDN MUTIARA,Kp. Pasir Bayur RT 06/03,Cibeber Ii,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200498,SDN NEGLASARI,"Kp. Neglasari, Ds. Puraseda, Kec. Leuwiliang",Puraseda,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230585,SDN SUKAASIH 01,Kp Sukaasih Rt. 01/03,Leuwimekar,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200811,SDN SUKAMAJU,"Kp. Sukamaju, RT 01/04",Cibeber Ii,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20230588,SDN SUKAMANAH,Kampung Sukamanah Rt.03 Rw.09,Leuwimekar,NEGERI,Leuwiliang,Kab. Bogor,dikdas
20200797,SDN TANJUNGSARI 01,Kp. Tanjungsari RT 01 RW 07,Purasari,NEGERI,Leuwiliang,Kab. Bogor,dikdas
